,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,State,ZipCode,Neighborhood,Latitude,Longitude,ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,YearsENERGYSTARCertified,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
82,68,2016,NonResidential,Hotel,Rainier Hospitality,211 Dexter Ave N,WA,98109.0,LAKE UNION,47.62001,-122.34273999999999,Hotel,Hotel,Restaurant,,2014,2000.0,1.0,7.0,150453.0,34735.0,115718.0,107547.0,3000.0,,83.5,60.75000038,129.85,6719036.5,0.0,3491336.0,3227775.0,195.765,1.25
83,69,2016,NonResidential,Hotel,Sequim Lodging Corp,226 Aurora Ave N,WA,98109.0,LAKE UNION,47.62025,-122.34313999999999,Hotel,Hotel,Parking,,,1997.0,1.0,6.0,116300.0,28200.0,88100.0,88490.0,28300.0,,82.0,66.950000765,146.15,5920836.75,0.0,3213262.0,2707641.5,166.2,1.37
84,70,2016,NonResidential,Hotel,Homewood Suites by Hilton Seattle Downtonw,206 Western Ave West,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.62023,-122.35951000000001,Hotel,Hotel,,,,1998.0,1.0,6.0,155602.0,36744.0,118858.0,155602.0,,,81.0,44.150000765,107.70000074999999,6876096.5,0.0,4562686.0,2313504.0,154.675,0.9299999999999999
85,73,2016,NonResidential,K-12 School,Seattle Hebrew Academy,1617 Interlaken Drive East,WA,98136.0,EAST,47.63442,-122.30793,K-12 School,K-12 School,,,,1911.0,1.0,3.0,56072.0,0.0,56072.0,56072.0,,,76.5,56.55000038,79.899999235,3170858.875,0.0,551111.0,2619758.5,142.98000000000002,2.5300000000000002
86,77,2016,NonResidential,Hotel,Comfort Suites Seattle Center,601 Roy St,WA,98109.0,MAGNOLIA / QUEEN ANNE,47.62519,-122.34456000000002,"Hotel, Parking",Hotel,Parking,,,1999.0,1.0,4.0,122942.0,44891.0,78051.0,78051.0,44891.0,,94.0,68.000000765,135.99999845000002,5307055.5,0.0,2412195.0,2894910.0,170.565,1.345
87,82,2016,NonResidential,Small- and Mid-Sized Office,Dept of Social & Health Services,1700 E. Cherry St,WA,98122.0,CENTRAL,47.60823,-122.30956,Office,Office,,,,1962.0,1.0,2.0,54984.0,0.0,54984.0,54984.0,,,68.0,62.550000765,144.70000305000002,3440084.0,0.0,2079761.5,1360367.5,86.745,1.49
88,84,2016,NonResidential,Senior Care Community,PSSA - The Mount,4831 35th Ave SW,WA,98126.0,SOUTHWEST,47.558370000000004,-122.37751000000002,"Parking, Senior Care Community",Senior Care Community,Parking,,,1922.0,1.0,5.0,217603.0,0.0,217603.0,296313.0,0.0,,52.0,148.94999695,240.7,44143198.0,0.0,11952747.0,32190701.5,1792.975,8.120000000000001
89,85,2016,NonResidential,Senior Care Community,Foss Home and Village,13023 Greenwood Ave. N,WA,98133.0,NORTHWEST,47.72426,-122.35598999999999,Senior Care Community,Senior Care Community,,,,1970.0,1.0,2.0,93397.0,0.0,93397.0,93397.0,,,1.0,175.45000305000002,312.65,16387163.5,0.0,5738737.0,10648546.0,605.55,6.35
90,86,2016,NonResidential,Hotel,SCCA - ALLIANCE HOUSE,207 Pontius Ave N,WA,98109.0,LAKE UNION,47.61988,-122.33211000000001,"Hotel, Parking",Hotel,Parking,,,2008.0,1.0,6.0,84103.0,20732.0,63371.0,63371.0,20732.0,,71.0,60.65,159.14999845,3842616.125,0.0,2894252.0,948425.5,70.55000000000001,0.765
92,89,2016,NonResidential,Medical Office,Polyclinic North && South,1200 Harvard Ave,WA,98122.0,EAST,47.61244,-122.3214,Medical Office,Medical Office,,,,1965.0,0.5,3.0,179014.0,0.0,179014.0,179014.0,,,48.0,99.35000152500001,217.49999695000002,17784911.5,0.0,9693743.5,8091364.5,497.30999999999995,2.665
93,95,2016,NonResidential,Hotel,Sorrento Hotel,900 Madison St.,WA,98104.0,EAST,47.608979999999995,-122.32693,Hotel,Hotel,,,,1908.0,1.0,7.0,76631.0,0.0,76631.0,76631.0,,,47.5,94.549998475,173.5,7245343.25,0.0,2722416.0,4522984.5,259.195,3.305
94,96,2016,NonResidential,Mixed Use Property,Central Seattle,921 Terry Ave.,WA,98104.0,EAST,47.60845,-122.32637,"Data Center, Medical Office, Non-Refrigerated Warehouse, Office, Other, Parking",Medical Office,Parking,Office,,1983.0,1.0,6.0,143690.0,13917.0,129773.0,40174.0,20868.0,17020.0,,203.0,507.5499939,15356902.5,5071942.75,10285175.5,0.0,463.19500000000005,3.48
95,98,2016,NonResidential,Retail Store,Firestone Store#012432,400 Westlake Ave N,WA,98109.0,LAKE UNION,47.622370000000004,-122.33805,Retail Store,Retail Store,,,,1929.0,1.0,2.0,58320.0,0.0,58320.0,72072.0,,,95.5,14.750000190000002,26.19999962,1061964.3125,0.0,369065.5,692906.0,39.375,0.66
96,100,2016,NonResidential,Large Office,City Place III - SEDO,551 Boren Ave. North,WA,98109.0,LAKE UNION,47.62424,-122.33646,"Office, Other, Parking, Retail Store",Office,Parking,Other,,2010.0,1.0,5.0,316306.0,0.0,316306.0,261826.0,150726.0,15139.0,96.0,47.15,141.65,13548406.5,0.0,12671137.0,877527.5,134.94,0.33999999999999997
97,102,2016,NonResidential,Hotel,Residence Inn Seattle - Lake Union,800 Fairview Ave. N,WA,98109.0,LAKE UNION,47.62642,-122.33325,"Hotel, Parking",Hotel,Parking,,,1990.0,1.0,7.0,282863.0,44766.0,238097.0,235788.0,51537.0,,38.5,81.2,181.05,19144220.0,0.0,10809718.5,8334722.5,518.015,1.75
98,103,2016,Nonresidential COS,Other,Key Arena,334 1st Ave. N,WA,98109.0,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,Other,Other,,,,1962.0,1.0,1.0,259000.0,0.0,259000.0,368000.0,,,,72.000001525,159.65000305,26498189.0,7326575.0,14366069.0,344340.0,683.96,3.49
99,104,2016,Nonresidential COS,Other,Bagley Wright Theatre,151 Mercer St.,WA,98109.0,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,Other,Other,,,,1962.0,1.0,1.0,91213.0,0.0,91213.0,65000.0,,,,101.59999845,231.4500061,6605504.75,2695065.0,3688060.0,0.0,233.74,2.475
100,106,2016,Nonresidential COS,Other,Armory,305 Harrison St.,WA,98109.0,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,Other,Other,,,,1938.0,1.0,5.0,396085.0,0.0,396085.0,278500.0,,,,86.39999847499999,152.45000305000002,24070061.0,10357345.0,7608376.0,0.0,852.505,2.11
101,107,2016,NonResidential,Large Office,City Place IV - SEDO,333 Boren Ave. N.,WA,98109.0,LAKE UNION,47.62112,-122.33628999999999,"Office, Other, Parking",Office,Parking,Other,,2010.0,1.0,12.0,571329.0,0.0,571329.0,598801.0,310699.0,26203.0,90.0,65.100000765,179.39999845,40670332.0,0.0,33221473.0,7449568.5,627.24,0.97
102,110,2016,Nonresidential COS,Other,Exhibition Hall,225 Mercer St.,WA,98109.0,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,Other,Other,,,,1962.0,1.0,2.0,50840.0,0.0,50840.0,52000.0,,,,51.500000764999996,106.40000075,2679420.5,1173690.0,1221434.5,0.0,99.11,1.9
103,111,2016,Nonresidential COS,Other,Mercer Arena,363 Mercer St.,WA,98109.0,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,Other,Other,,,,1928.0,1.0,1.0,60696.0,0.0,60696.0,108000.0,,,,8.350000190500001,26.2,900461.65625,0.0,900480.5,0.0,6.28,0.07
104,112,2016,Nonresidential COS,Other,McCaw Hall,321 Mercer St.,WA,98109.0,MAGNOLIA / QUEEN ANNE,47.62395,-122.35143000000001,Other,Other,,,,1928.0,1.0,2.0,262048.0,0.0,262048.0,296000.0,,,,70.2,172.64999845,20775689.0,4518610.0,13748198.0,0.0,444.62,1.58
105,113,2016,NonResidential,Small- and Mid-Sized Office,KCTS9,401 Mercer St,WA,98109.0,MAGNOLIA / QUEEN ANNE,47.623909999999995,-122.34836999999999,"Data Center, Distribution Center, Office, Parking, Retail Store",Office,Data Center,Distribution Center,,1986.0,0.5,2.0,66240.0,2352.0,63888.0,45900.0,5181.0,4551.0,,76.350000765,239.79999845,4248136.125,0.0,4248226.5,0.0,29.615000000000002,0.305
106,114,2016,NonResidential,Large Office,Bill and Melinda Gates Foundation,500 5th Ave N,WA,98109.0,MAGNOLIA / QUEEN ANNE,47.624190000000006,-122.34443,"Office, Other, Parking",Office,Parking,Other,,2010.0,1.0,6.0,920598.0,303707.0,616891.0,729584.0,185014.0,6000.0,93.0,49.84999962,132.05000155,36674116.0,0.0,28040140.0,8634566.0,654.06,0.645
107,115,2016,NonResidential,Small- and Mid-Sized Office,J.G. Scripps Building,221 1st Ave. W,WA,98033.0,MAGNOLIA / QUEEN ANNE,47.62053,-122.35842,"Office, Other, Parking",Office,Parking,Other,,1970.0,1.0,4.0,76213.0,25930.0,50283.0,48546.0,21454.0,2406.0,70.0,66.499998475,187.84999695,3389882.75,0.0,2877081.0,512859.5,47.295,0.54
108,116,2016,NonResidential,Hotel,MEDITERRANEAN INN (ID#116),425 queen anne ave N.,WA,98109.0,MAGNOLIA / QUEEN ANNE,47.62291,-122.35708000000001,"Hotel, Parking",Hotel,Parking,,,2002.0,1.0,6.0,107324.0,36934.0,70390.0,59976.0,36934.0,,54.0,85.2,184.54999845,5108421.25,0.0,2728712.5,2379767.0,145.41,1.32
109,117,2016,NonResidential,Hotel,UNIVERSITY INN,4140 ROOSEVELT WAY NE,WA,98105.0,NORTHEAST,47.65772,-122.31756000000001,"Hotel, Swimming Pool",Hotel,Swimming Pool,,,1962.0,1.5,4.0,50017.0,0.0,50017.0,50017.0,0.0,,52.0,110.15000075,205.20000155,5509723.5,0.0,2142528.5,3367240.0,193.76999999999998,3.7800000000000002
111,119,2016,NonResidential,K-12 School,St. Joseph K-8 School,700 18th Ave. E.,WA,98112.0,EAST,47.625479999999996,-122.30828000000001,K-12 School,K-12 School,,,,1923.0,1.0,3.0,67743.0,0.0,67743.0,67743.0,,,38.5,36.549999235,78.500001525,2475083.5,0.0,1301571.5,1173538.5,71.4,1.01
112,120,2016,NonResidential,K-12 School,Holy Names Academy,728 21st Ave East,WA,98112.0,EAST,47.62644,-122.30429,K-12 School,K-12 School,,,,1908.0,1.0,6.0,194104.0,0.0,194104.0,194104.0,,,100.0,31.15,52.6,6054861.75,0.0,1841618.0,4213281.0,236.605,1.2
113,121,2016,NonResidential,Small- and Mid-Sized Office,2100 Building,2100 24th Ave S,WA,98144.0,SOUTHEAST,47.58408,-122.30125,"Office, Parking",Office,Parking,,,2003.0,1.0,3.0,99433.0,35752.0,63681.0,63681.0,35752.0,,67.0,73.300000765,230.2,4668397.0,0.0,4668488.5,0.0,32.545,0.23
118,131,2016,NonResidential,Other,Lakeview,1208 NE 64th st,WA,98115.0,NORTHEAST,47.67524,-122.31533999999999,Other,Other,,,,1941.0,1.0,4.0,56521.0,0.0,56521.0,49000.0,,,,130.59999845,410.14999694999995,6400446.0,0.0,6400578.5,0.0,44.620000000000005,0.54
119,132,2016,NonResidential,Other,Roosevelt Square,6417 Roosevelt Way NE # 18-28,WA,98115.0,NORTHEAST,47.67559,-122.31768999999998,"Other, Parking",Other,Parking,,,1929.0,1.0,2.0,206934.0,0.0,206934.0,119146.0,0.0,,,36.55000038,74.549999235,4357773.25,0.0,2059728.5,2298088.5,136.41000000000003,0.64
120,136,2016,NonResidential,Hotel,Holiday Inn Express North Seattle Shoreline,14115 Aurora Ave N,WA,98133.0,NORTHWEST,47.73141,-122.3458,"Hotel, Parking",Hotel,Parking,,,2001.0,1.0,4.0,51390.0,0.0,51390.0,51390.0,0.0,,87.5,72.750001525,134.09999845,3738118.5,0.0,1418572.0,2319576.0,133.08,2.5300000000000002
122,138,2016,SPS-District K-12,K-12 School,Ingraham High,1819 N. 135th St.,WA,98133.0,NORTHWEST,47.7257,-122.33684,K-12 School,K-12 School,,,,1959.0,1.0,1.0,245587.0,0.0,245587.0,245587.0,,,93.5,45.200000765,80.549998475,11104989.5,0.0,3887834.0,7217235.0,410.40999999999997,1.6400000000000001
123,139,2016,NonResidential,Hotel,7066-Seattle-Northgate,13300 Stone Avenue N,WA,98133.0,NORTHWEST,47.72551,-122.3423,Hotel,Hotel,,,,2002.0,1.0,3.0,69138.0,0.0,69138.0,70609.0,,,76.5,46.300000765,103.14999925000001,3270514.0,0.0,1841940.0,1428612.5,88.71000000000001,1.225
125,144,2016,NonResidential,Hotel,Alexis Hotel,1007 First Ave.,WA,98104.0,DOWNTOWN,47.6048,-122.3368,"Hotel, Parking",Hotel,Parking,,,1904.0,1.0,5.0,190980.0,0.0,190980.0,190980.0,19051.0,,97.5,35.199999235,86.95,6720859.0,0.0,4565347.5,2155609.5,146.31,0.7150000000000001
126,145,2016,Nonresidential COS,Other,Benaroya Hall,200 University Street,WA,98111.0,DOWNTOWN,47.60804,-122.3367,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,,,,1998.0,1.0,6.0,284100.0,0.0,284100.0,189750.0,,,,75.949998475,195.15,14405401.5,3717208.0,10206416.5,481996.0,383.675,1.27
127,147,2016,NonResidential,Hospital,Swedish Ballard,5300 Tallman Ave NW,WA,98107.0,BALLARD,47.66737,-122.37956000000001,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),Parking,,,1954.0,2.5,5.0,285333.0,0.0,285333.0,302661.0,148865.0,,21.0,217.2,461.2,65726622.0,0.0,33774595.0,31952692.0,1932.46,6.53
129,163,2016,Nonresidential COS,Other,Fire Station 10/FAC/EOC,105 5th Ave S,WA,98104.0,DOWNTOWN,47.60112,-122.32785,"Office, Other",Other,Office,,,2006.0,1.0,4.0,61156.0,0.0,61156.0,42755.0,29219.0,,,137.55000305,350.09999389999996,9898880.5,0.0,7084981.0,2814050.0,198.845,2.995
130,167,2016,NonResidential,Other,Wing Luke Museum,719 South King Street,WA,98104.0,DOWNTOWN,47.59809,-122.32283000000001,Museum,Museum,,,,1910.0,1.0,4.0,72820.0,6910.0,65910.0,58000.0,,,,35.25000038,86.949998475,2043542.3125,0.0,1385235.0,658337.5,44.625,0.5700000000000001
131,168,2016,NonResidential,Hotel,Hampton Inn Seattle Center,700 5th Ave N.,WA,98109.0,MAGNOLIA / QUEEN ANNE,47.62614,-122.3467,"Hotel, Parking",Hotel,Parking,,,1996.0,1.0,4.0,162222.0,14200.0,148022.0,113702.0,32692.0,,75.5,69.050000765,151.65,7850020.5,0.0,4306692.0,3543420.0,218.215,1.29
133,170,2016,NonResidential,University,SCCC FINE ARTS BUILDING,801 E PINE ST,WA,98122.0,EAST,47.61495,-122.32177,College/University,College/University,,,,1915.0,1.0,3.0,63330.0,0.0,63330.0,64820.0,,,,44.85000038,107.94999845000001,2907668.0,0.0,1887518.5,1020188.0,67.34,1.0
134,172,2016,Campus,University,SSCC MAIN CAMPUS,6000 16th Ave SW,WA,98106.0,DELRIDGE,47.547,-122.35307,College/University,College/University,,,,1970.0,14.0,2.0,441071.0,0.0,441071.0,483000.0,,,,78.400001525,190.95000155,37866262.0,0.0,25100301.5,12766477.0,853.01,1.81
135,173,2016,NonResidential,Small- and Mid-Sized Office,Seattle Children's Hospital 70th/Sand Point Way Administrative Offices,6901Sand Point Way NE,WA,98115.0,NORTHEAST,47.67828,-122.26456,"Data Center, Office",Office,Data Center,,,2002.0,1.0,2.0,96300.0,0.0,96300.0,92300.0,4944.0,,,167.40000155,474.6,16279410.0,0.0,13904612.0,2375084.5,223.075,2.01
136,174,2016,Nonresidential COS,Other,CSC Vehicle Maintenance (E),805 S Charles St,WA,98134.0,GREATER DUWAMISH,47.59545,-122.32146000000002,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",,,,1950.0,1.0,1.0,67356.0,0.0,67356.0,68359.0,,,,102.80000075,217.59999845,7026353.75,0.0,3586366.5,3440049.0,207.705,2.99
141,179,2016,NonResidential,Small- and Mid-Sized Office,Seattle's Union Gospel Mission - Admin,3800 S Othello St,WA,98118.0,GREATER DUWAMISH,47.538270000000004,-122.28406000000001,"Office, Other",Office,Other,,,1958.0,1.0,1.0,54765.0,0.0,54765.0,25765.0,25000.0,,,84.400001525,237.79999695,4285011.75,0.0,3623152.5,661934.5,60.41,0.9600000000000001
142,180,2016,NonResidential,Other,Hope Place,3802 S Othello St,WA,98118.0,GREATER DUWAMISH,47.53722,-122.28399999999999,"Food Service, Office, Other - Lodging/Residential",Other - Lodging/Residential,Office,Food Service,,2009.0,1.0,5.0,89821.0,0.0,89821.0,46483.0,37938.0,4579.0,,22.29999981,24.95000019,1983893.25,0.0,66171.0,1917723.5,102.315,1.1400000000000001
143,182,2016,NonResidential,University,Otto Miller Hall,3469 3rd Ave. W,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.65147,-122.36121999999999,College/University,College/University,,,,1980.0,1.0,2.0,52611.0,0.0,52611.0,52611.0,,,,80.950001525,189.49999845000002,4258349.75,0.0,2630692.0,1627715.0,104.78999999999999,1.875
144,183,2016,NonResidential,Residence Hall,Emerson Hall,500 W. Emerson,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.65068,-122.36331000000001,Residence Hall/Dormitory,Residence Hall/Dormitory,,,,2001.0,1.0,4.0,139600.0,37500.0,102100.0,135520.0,,,88.5,32.69999962,70.849998475,4433318.75,0.0,2367816.0,2065552.5,126.20499999999998,0.8700000000000001
145,185,2016,SPS-District K-12,K-12 School,Nathan Hale High,17050 30th Ave. N.E.,WA,98125.0,NORTH,47.70763,-122.29453000000001,"K-12 School, Parking",K-12 School,Parking,,2016,2011.0,1.0,2.0,236758.0,0.0,236758.0,237953.5,0.0,,96.0,34.5,78.699998475,8203482.75,0.0,4829257.5,3374326.5,212.875,0.855
146,187,2016,NonResidential,Other,Youth Services Center,1211 E Alder Street,WA,98122.0,CENTRAL,47.604620000000004,-122.31549,"Courthouse, Other",Other,Courthouse,,,1971.0,2.0,6.0,250981.0,0.0,250981.0,137565.0,78357.0,,,62.45,153.75000305,13486817.5,4165633.25,8802114.5,519265.5,410.475,1.555
148,190,2016,NonResidential,Small- and Mid-Sized Office,Emerald Services,7343 E Marginal Way S,WA,98108.0,GREATER DUWAMISH,47.536,-122.31768000000001,"Non-Refrigerated Warehouse, Office, Other - Services",Office,Non-Refrigerated Warehouse,Other - Services,,2007.0,1.0,3.0,64015.0,0.0,64015.0,30000.0,15000.0,9015.0,20.0,61.0,167.70000155,3295871.875,0.0,2679380.0,616547.5,51.425,0.71
149,194,2016,NonResidential,Retail Store,Northgate Mall,401 Northgate Way,WA,98125.0,NORTH,47.70759,-122.3255,"Restaurant, Retail Store",Retail Store,Restaurant,,,1951.0,1.0,1.0,530039.0,0.0,530039.0,505103.0,24936.0,,98.0,53.549999619999994,121.50000075,28392163.0,0.0,16545920.0,11846592.0,744.515,1.335
150,195,2016,NonResidential,Other,Seattle-Northgate,10631 8th Ave NE,WA,98125.0,NORTH,47.7066,-122.321,Other/Specialty Hospital,Other/Specialty Hospital,,,,1964.0,1.0,3.0,54224.0,0.0,54224.0,47012.0,,,,158.2,315.35,7439147.0,0.0,3355753.0,4083463.5,240.26999999999998,4.3
151,197,2016,NonResidential,Retail Store,Nordstrom Northgate 002,401 NE Northgate Way,WA,98125.0,NORTH,47.70619,-122.32586,Retail Store,Retail Store,,,,1965.0,1.0,4.0,124342.0,0.0,124342.0,122000.0,,,75.5,72.150000765,224.89999845,8800541.0,0.0,8706118.5,94603.0,65.72,0.375
152,198,2016,NonResidential,Hospital,Seattle Children's Hospital Main Campus,4800 Sand Point Way NE,WA,98105.0,NORTHEAST,47.66231,-122.28146000000001,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),,,,1953.0,3.5,10.0,879000.0,0.0,879000.0,879000.0,,,11.5,287.2999939,575.5500061,252512144.0,0.0,115194674.5,137319838.0,8096.110000000001,8.93
153,200,2016,NonResidential,Other,Verity Credit Union,11027 Meridian N #102,WA,98133.0,NORTHWEST,47.709559999999996,-122.3345,"Financial Office, Medical Office, Parking",Financial Office,Parking,Medical Office,,1996.0,1.0,3.0,55442.0,0.0,55442.0,28636.0,15385.0,8644.0,73.0,84.249999235,191.45000305000002,3141393.625,0.0,1836761.0,1304670.0,82.095,1.4100000000000001
155,209,2016,NonResidential,Self-Storage Facility,Madison Self Storage,1111 E. Madison,WA,98122.0,EAST,47.61233,-122.3171,Self-Storage Facility,Self-Storage Facility,,,,1910.0,1.0,5.0,84870.0,0.0,84870.0,85521.0,,,,14.750000380000001,26.69999962,1259144.0625,0.0,458255.0,800898.0,45.730000000000004,0.525
156,211,2016,Campus,University,NSCC MAIN CAMPUS,9600 COLLEGE WAY N,WA,98103.0,NORTHWEST,47.69936,-122.33401,College/University,College/University,,,,1970.0,11.0,2.0,694072.0,111625.0,582447.0,667300.0,,,,54.69999962,161.74999845000002,36504348.0,0.0,33317212.5,3187822.5,401.565,0.475
159,215,2016,NonResidential,Warehouse,Rainier Bottling Plant,5628 Airport Way South,WA,98108.0,GREATER DUWAMISH,47.551520000000004,-122.31868999999999,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1904.0,1.0,4.0,114297.0,0.0,114297.0,114297.0,,,64.0,16.79999981,33.8,1919410.875,0.0,883243.0,1036185.5,61.19,0.52
162,220,2016,NonResidential,Warehouse,8109,4786 First Ave S,WA,98134.0,GREATER DUWAMISH,47.55901,-122.33328,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1937.0,1.0,1.0,234144.0,0.0,234144.0,234144.0,,,84.5,30.14999962,44.4,7057530.0,0.0,1429011.5,5628550.0,308.89,1.3050000000000002
163,223,2016,NonResidential,Retail Store,Westwood Village - Building A,2600 SW Barton St,WA,98126.0,DELRIDGE,47.52254,-122.36627,Retail Store,Retail Store,,,,1966.0,1.0,1.0,64984.0,0.0,64984.0,65425.0,,,74.0,43.3,125.89999845,2832971.125,0.0,2518411.5,314610.0,34.265,0.44500000000000006
164,224,2016,NonResidential,Retail Store,Westwood Village - Building B,2600 SW Barton St,WA,98126.0,DELRIDGE,47.52254,-122.36627,Retail Store,Retail Store,,,,1965.0,1.0,1.0,67745.0,0.0,67745.0,67782.0,,,34.0,138.64999845,232.49999695000002,9395594.0,0.0,2820102.0,6575554.5,368.885,5.35
165,225,2016,SPS-District K-12,K-12 School,Denny/Sealth Campus,2601 SW Kenyon / 2600 SW Thistle,WA,98126.0,DELRIDGE,47.52915,-122.36511000000002,K-12 School,K-12 School,,,2016,2010.0,1.0,2.0,367884.0,0.0,367884.0,367884.0,,,95.0,33.299999619999994,81.699999235,12264601.5,0.0,8220724.5,4044048.0,272.08500000000004,0.69
168,228,2016,NonResidential,Other,Webster Building,3014 NW 67th St.,WA,98117.0,BALLARD,47.67767,-122.39631000000001,Other,Other,,,,1973.0,1.0,3.0,56000.0,0.0,56000.0,56000.0,,,,32.199999235,65.599998475,1803262.25,0.0,851745.0,951535.0,56.475,0.9750000000000001
170,230,2016,NonResidential,Self-Storage Facility,U-Haul Moving and Storage of West Seattle,6343 35th Ave SW,WA,98126.0,SOUTHWEST,47.54508,-122.37737,Self-Storage Facility,Self-Storage Facility,,,,1969.0,1.0,2.0,52088.0,0.0,52088.0,52088.0,,,,24.59999981,46.59999962,1282159.75,0.0,516495.5,765675.5,44.265,0.83
172,232,2016,NonResidential,Hotel,Silver Cloud Inn,1150 Fairview Ave N,WA,98109.0,LAKE UNION,47.62972,-122.32906000000001,"Hotel, Parking, Swimming Pool",Hotel,Parking,Swimming Pool,,1998.0,1.0,5.0,123920.0,30000.0,93920.0,123920.0,30000.0,0.0,80.5,73.949999235,146.19999845,9168620.0,0.0,4062454.0,5106249.5,299.515,2.35
173,233,2016,Nonresidential COS,Other,Armory Building,860 Terry Ave N,WA,98109.0,LAKE UNION,47.627590000000005,-122.33661000000001,Museum,Museum,,,,1900.0,1.0,1.0,54000.0,0.0,54000.0,43000.0,,,,173.15000305,362.59999695,7443659.0,0.0,3721078.0,3722655.0,223.655,4.029999999999999
174,234,2016,Nonresidential COS,Warehouse,SCL Roy Street Warehouse,802 Roy St,WA,98109.0,MAGNOLIA / QUEEN ANNE,47.62591,-122.34083999999999,"Non-Refrigerated Warehouse, Office, Other - Services, Residence Hall/Dormitory",Non-Refrigerated Warehouse,Residence Hall/Dormitory,Office,,1926.0,1.0,2.0,50292.0,0.0,50292.0,42345.0,5000.0,4730.0,,10.65,33.35000019,572959.84375,0.0,572974.5,0.0,3.995,0.05
175,235,2016,NonResidential,Hotel,311jk-Seattle Downtown/Lake Union CY,925 Westlake Ave North,WA,98109.0,MAGNOLIA / QUEEN ANNE,47.62782,-122.34045,Hotel,Hotel,,,,1998.0,1.0,7.0,207656.0,54341.0,153315.0,141591.0,,,76.5,77.350000765,163.0,10953659.5,0.0,5538574.0,5415200.0,326.21000000000004,1.515
177,238,2016,Nonresidential COS,Small- and Mid-Sized Office,North Service Center,1300 N 97th ST,WA,98103.0,NORTHWEST,47.70044,-122.34136000000001,"Data Center, Distribution Center, Office, Other, Parking",Office,Distribution Center,Parking,,1957.0,1.0,2.0,88073.5,0.0,88073.5,57968.0,32881.0,11850.0,40.0,98.75,258.9000061,9309542.5,0.0,7004646.5,2305039.0,171.25,1.77
179,241,2016,NonResidential,Hotel,Hotel Nexus,2140 N. Northgate Way,WA,98133.0,NORTHWEST,47.70916,-122.33216000000002,Hotel,Hotel,,,,1968.0,1.0,4.0,64893.0,0.0,64893.0,64893.0,,,71.5,94.4,181.59999845,6127153.0,0.0,2560438.5,3566766.0,207.28,3.11
182,244,2016,NonResidential,Small- and Mid-Sized Office,Washington Park Building,76-80 S washington st,WA,98104.0,DOWNTOWN,47.60105,-122.33518000000001,"Office, Restaurant, Self-Storage Facility",Office,Self-Storage Facility,Restaurant,,1900.0,1.0,3.0,50507.0,0.0,50507.0,34416.0,7672.0,2470.0,80.5,35.949999235,96.40000155,1602459.625,0.0,1250540.0,351944.0,27.41,0.505
183,245,2016,NonResidential,Other,CenturyLink,800 Occidental Ave. South,WA,98134.0,GREATER DUWAMISH,47.59544,-122.33158999999999,"Other - Entertainment/Public Assembly, Parking",Other - Entertainment/Public Assembly,Parking,,,1999.0,1.0,6.0,1585960.0,327680.0,1258280.0,1585960.0,0.0,,,37.75000038,105.79999845,59874712.0,0.0,50210156.5,9665613.0,863.37,0.47500000000000003
